Fts_0,Fts_1,Fts_2,Fts_3,Fts_4,Fts_5,Fts_6,Fts_7,Fts_8,Fts_9,Fts_10,Label
56,0,8.498950602458935,81,-5,56,12,0.35,25,24,0,1
49,1,8.493205612713165,94,0,46,-8,0.35,45,48,2,1
48,0,8.505847235091535,77,6,46,-1,0.35,28,30,2,1
41,-1,8.489853465401003,79,-3,42,23,0.35,38,37,0,1
37,0,8.500216925529399,82,-4,-4,0,0.35,45,87,42,1
43,0,8.498027527171553,77,-6,42,-7,0.35,34,35,2,1
76,-2,12.514661159346998,81,0,-40,14,0.35,5,122,116,5
86,5,12.50477298979666,89,0,2,-5,0.35,3,86,84,5
76,0,12.486370192893185,80,-1,-40,0,0.35,4,121,118,5
50,3,8.495952237278049,88,5,50,0,0.35,37,39,2,1
37,0,8.514251305086892,75,0,24,0,0.35,38,52,14,1
37,0,8.488128663990414,77,0,34,-6,0.35,40,44,4,1
57,4,8.481900068010857,92,0,56,0,0.35,35,35,0,1
44,0,8.50215328629567,76,2,44,0,0.35,31,32,0,1
59,0,8.505147678659924,86,0,56,-26,0.35,28,30,2,1
37,0,8.489584957015056,76,0,28,-13,0.35,40,48,8,1
37,0,8.494863385719363,97,-2,20,-6,0.35,60,77,16,1
38,-6,8.502329681772858,82,-3,38,-5,0.35,44,43,0,1
37,0,8.480928559792368,76,-5,36,1,0.35,40,40,0,1
80,0,12.505063674717674,84,1,-36,16,0.35,5,121,116,5
37,0,8.492170651894934,77,0,36,2,0.35,40,41,2,1
82,0,12.5070714668525,85,0,-6,2,0.35,3,93,90,5
39,-2,8.50907938776799,81,-2,38,0,0.35,42,42,0,1
51,0,8.501144620971065,78,0,52,15,0.35,27,26,0,1
46,0,8.495309867854147,82,0,46,2,0.35,36,35,0,1
55,0,11.493806287505352,77,0,-24,-28,0.35,21,103,82,4
53,14,11.508486846495357,95,-2,50,0,0.35,42,46,4,4
41,0,8.504065819202967,83,1,42,0,0.35,42,42,0,1
37,0,8.49208802797154,77,0,20,-6,0.35,40,56,16,1
37,0,8.498677568029555,83,0,8,14,0.35,46,75,30,1
46,-5,8.495575017131083,76,-2,46,0,0.35,30,30,0,1
56,1,8.494427527431778,92,0,54,26,0.35,36,38,2,1
37,0,8.497922917928511,94,5,30,0,0.35,57,63,6,1
44,3,8.487734316843309,86,0,42,-12,0.35,43,45,2,1
105,0,12.49963623020326,106,0,70,-30,0.35,1,36,36,5
37,0,8.485014041078994,79,0,16,17,0.35,43,64,22,1
56,1,11.49760089508089,96,6,46,0,0.35,40,50,10,4
104,0,12.499387280893664,106,-1,70,-2,0.35,1,36,34,5
45,-4,8.508775783020177,81,0,44,0,0.35,37,37,0,1
40,0,8.495911709312718,80,0,38,-6,0.35,40,41,2,1
55,0,11.49040253020708,77,0,-18,-9,0.35,21,95,74,4
55,0,11.496791090945228,79,0,12,2,0.35,23,66,42,4
37,0,8.49937959049808,76,-1,38,17,0.35,39,37,0,1
39,-1,8.495997941858455,78,-5,38,0,0.35,39,39,0,1
103,1,12.484934810416073,104,8,70,0,0.35,1,35,34,5
37,0,8.494835746593797,79,-1,0,8,0.35,42,79,36,1
37,-1,8.493144811096847,79,-3,20,-7,0.35,42,58,16,1
51,-1,8.495381780998066,78,0,52,0,0.35,27,26,0,1
44,1,8.48524374303666,83,6,44,3,0.35,40,39,0,1
50,-4,8.487175456525863,86,-7,50,-1,0.35,36,37,0,1
55,1,11.490165070741165,72,-7,0,1,0.35,17,72,56,4
56,1,8.499328968745985,82,0,56,2,0.35,26,25,0,1
56,0,11.507836532415741,95,0,52,7,0.35,39,43,4,4
47,-1,8.484419689326817,87,2,46,0,0.35,40,41,0,1
49,1,8.486835950091004,79,0,46,-24,0.35,31,33,2,1
43,0,8.510073384114992,79,0,44,28,0.35,35,35,0,1
56,0,8.494745519020992,87,0,56,8,0.35,31,30,0,1
53,-1,8.491983686024293,82,0,52,-22,0.35,29,30,2,1
82,-1,12.494796066375109,86,0,-2,2,0.35,4,88,84,5
45,0,8.491200574004507,86,0,46,31,0.35,40,39,0,1
55,0,11.499210888567285,82,5,-12,12,0.35,26,95,68,4
49,0,8.477585579077031,95,-4,50,4,0.35,46,46,0,1
40,0,8.484404573937532,80,-2,38,-4,0.35,40,41,2,1
37,0,8.507200006266597,82,0,28,0,0.35,45,54,8,1
55,-1,8.506228707290928,81,0,54,0,0.35,26,27,0,1
56,0,8.5012440584456,80,0,56,25,0.35,24,23,0,1
37,0,8.497673249062515,104,0,24,-6,0.35,66,80,14,1
38,-4,8.4953659440355,105,0,38,0,0.35,67,66,0,1
85,0,12.509487165721401,88,0,2,4,0.35,3,86,82,5
55,0,11.510801569616092,96,-2,52,24,0.35,41,44,4,4
49,0,8.511882233701433,88,6,50,24,0.35,40,39,0,1
41,0,8.518875470720452,81,0,38,-21,0.35,40,42,2,1
55,0,11.500502167213032,78,-1,2,-3,0.35,23,75,52,4
44,1,8.49972768821576,84,0,42,-21,0.35,40,43,2,1
46,4,8.485966800974483,83,0,46,9,0.35,37,36,0,1
52,-3,8.493140619796543,77,0,52,-1,0.35,25,26,0,1
37,0,8.495152538939264,78,0,-2,0,0.35,41,81,40,1
55,0,11.489930647528587,77,0,-28,-12,0.35,21,105,84,4
38,1,8.497707780827882,76,-2,38,-3,0.35,37,37,0,1
84,0,12.500971442714567,88,0,0,25,0.35,3,88,84,5
37,0,8.514298744619165,95,0,12,-13,0.35,58,82,24,1
37,0,8.510474688603965,79,0,12,13,0.35,43,66,24,1
45,-5,8.504339358235711,88,0,44,-17,0.35,42,44,2,1
56,0,11.494093260270489,79,0,16,20,0.35,23,63,40,4
56,0,11.49179916910566,79,0,12,-4,0.35,23,66,42,4
43,-1,8.50070937098656,85,-4,42,-6,0.35,42,44,2,1
56,0,11.489925750022257,81,-2,-12,-2,0.35,25,94,68,4
41,-1,8.497485591637894,80,0,38,-12,0.35,39,41,2,1
53,0,8.496722508247458,87,-2,52,-3,0.35,34,35,2,1
37,0,8.481654657550243,77,0,34,5,0.35,40,43,2,1
37,0,8.499925941484598,77,0,26,-17,0.35,41,52,10,1
104,-5,12.493473873450977,106,0,72,0,0.35,1,33,32,5
37,0,8.492625752150362,83,0,36,0,0.35,46,46,0,1
68,-27,10.504196089979684,107,0,60,-5,0.35,38,47,10,3
37,0,8.506353327561344,104,0,18,17,0.35,66,86,20,1
56,0,11.514201549318058,79,3,6,0,0.35,23,74,50,4
37,0,8.48947670529989,96,0,30,13,0.35,59,65,6,1
37,0,8.504883876239694,76,0,28,-19,0.35,39,47,8,1
37,0,8.516750996333268,82,0,18,3,0.35,45,64,18,1
37,0,8.503486827250963,104,0,18,21,0.35,67,86,18,1
45,-1,8.49091297686274,76,0,46,5,0.35,31,30,0,1
37,1,8.500558988935772,79,0,36,-6,0.35,41,43,2,1
44,0,8.485475610065631,85,0,44,16,0.35,41,41,0,1
55,0,11.504633519283331,77,-3,10,9,0.35,22,67,46,4
38,-5,8.521860981529432,97,0,38,0,0.35,59,59,0,1
50,0,8.487867398149083,90,2,50,0,0.35,39,41,2,1
45,0,8.51290470279346,89,0,44,-20,0.35,44,45,2,1
56,0,11.478943603952263,91,0,-2,7,0.35,35,93,58,4
46,0,8.50994981390353,83,0,46,2,0.35,37,36,0,1
49,0,8.50518994953114,81,0,46,-16,0.35,32,34,2,1
79,0,12.511959230298773,83,-4,-40,0,0.35,4,125,120,5
43,-1,8.513720755268205,79,0,42,-13,0.35,35,37,2,1
37,0,8.505744605351765,103,0,30,-3,0.35,66,72,6,1
45,0,8.485963822617116,87,1,44,-6,0.35,42,43,2,1
53,0,8.489419042568416,88,0,54,21,0.35,35,33,0,1
52,0,8.495785314002473,86,3,52,0,0.35,34,35,0,1
37,0,8.502480290219589,105,0,24,0,0.35,68,82,14,1
55,0,11.488279044916291,77,0,-4,-26,0.35,21,82,60,4
41,-4,8.509942199460196,76,0,38,-23,0.35,35,37,2,1
56,0,11.51616799299348,79,-1,6,-18,0.35,24,74,50,4
37,0,8.510581445508885,76,0,30,25,0.35,40,45,6,1
51,-3,8.51388145773775,79,0,52,23,0.35,28,27,0,1
53,-1,8.498244469099667,84,0,54,0,0.35,30,30,0,1
37,0,8.508842203465276,105,4,18,0,0.35,68,87,18,1
56,0,11.494934483312466,96,0,46,0,0.35,40,50,10,4
46,0,8.494434522820413,76,0,46,6,0.35,30,30,0,1
49,0,8.498594254558851,107,0,46,-17,0.35,58,60,2,1
43,0,8.520711835100554,75,0,44,19,0.35,32,31,0,1
37,0,8.49616173998903,75,0,28,-6,0.35,38,46,8,1
37,0,8.479074638313714,76,0,30,17,0.35,39,45,6,1
44,-4,8.504817782915376,86,0,44,10,0.35,43,42,0,1
55,0,11.524172677561895,77,0,44,4,0.35,22,34,12,4
37,-49,10.488873110612612,80,0,34,0,0.35,43,46,2,3
55,0,11.507734145140477,92,0,28,15,0.35,36,63,28,4
75,-4,12.497691938769337,79,-4,-42,-30,0.35,4,123,120,5
37,0,8.491249823732241,77,-3,-10,2,0.35,40,87,46,1
45,0,8.503221462769801,93,0,44,-11,0.35,48,50,2,1
53,2,8.502196057037358,88,0,52,-10,0.35,35,36,2,1
56,5,8.504879814307706,86,0,56,13,0.35,30,29,0,1
43,0,8.509294275552335,76,0,44,23,0.35,32,32,0,1
56,0,8.486911864028587,83,0,54,-19,0.35,27,28,2,1
48,0,8.511412314461337,88,1,46,0,0.35,40,42,2,1
49,4,8.505934502699198,79,0,46,-3,0.35,30,32,2,1
50,0,8.496817360011885,85,0,50,0,0.35,35,36,0,1
55,0,11.490222052624153,79,0,26,9,0.35,23,53,30,4
47,0,8.514198105270616,90,1,46,0,0.35,43,44,0,1
46,0,8.487094991822643,93,2,46,0,0.35,48,47,0,1
55,0,11.481505844191046,93,0,10,-28,0.35,37,82,46,4
55,0,11.500149863140182,97,3,46,-18,0.35,41,50,8,4
61,-3,8.4922754427673,111,0,62,0,0.35,50,49,0,1
37,-1,8.513700832044377,75,-3,20,40,0.35,38,54,16,1
37,0,8.48729950367875,75,0,28,22,0.35,38,46,8,1
55,0,11.499399204355848,95,0,38,-25,0.35,40,57,16,4
56,0,8.499816674331626,86,0,54,-16,0.35,31,32,2,1
55,0,11.486961036191394,97,0,46,0,0.35,41,50,8,4
43,0,8.512713832196189,76,0,42,-16,0.35,32,34,2,1
56,0,8.499957582623304,84,0,56,19,0.35,28,27,0,1
39,-2,8.510281312007605,97,0,38,0,0.35,58,59,0,1
38,0,8.49653280699974,97,0,38,5,0.35,59,59,0,1
40,3,8.512435097492782,107,5,38,0,0.35,67,68,2,1
49,0,8.517548919125687,84,0,50,27,0.35,35,35,0,1
55,4,8.497275232054703,77,0,54,0,0.35,23,23,0,1
41,0,8.502486872729598,83,0,42,11,0.35,42,41,0,1
41,1,8.498381142065652,83,0,42,5,0.35,42,42,0,1
53,-3,8.505218270131117,88,0,54,0,0.35,34,33,0,1
37,-3,8.491661710628655,75,-1,20,0,0.35,38,54,16,1
37,0,8.505787518921874,75,0,36,13,0.35,37,39,2,1
45,-2,8.52284870738702,83,-5,44,-15,0.35,37,39,2,1
49,0,8.495182894882454,82,0,46,-25,0.35,33,35,2,1
43,-1,8.508617139498222,86,0,44,10,0.35,42,42,0,1
81,5,12.495037551131443,86,2,-40,8,0.35,4,127,122,5
55,0,11.515057967760571,92,-3,38,18,0.35,37,53,16,4
56,0,11.50827853684763,81,0,-2,-10,0.35,25,83,58,4
38,0,8.514567809651956,92,0,24,5,0.35,54,69,14,1
55,-2,11.50779148294152,95,0,52,0,0.35,40,44,4,4
51,0,8.508598425804228,87,0,52,16,0.35,36,35,0,1
49,5,8.513211360578053,88,0,46,-5,0.35,40,42,2,1
82,-1,12.503980496933963,86,1,-2,4,0.35,4,88,84,5
52,-5,8.518460402371385,86,0,52,0,0.35,35,35,0,1
37,0,8.497907223244578,76,-3,38,18,0.35,39,37,0,1
41,0,8.481200862654132,81,2,38,-1,0.35,41,43,2,1
47,-3,8.503123864826527,78,-1,46,0,0.35,31,32,0,1
45,0,8.492356106983825,85,0,46,22,0.35,40,39,0,1
51,-1,8.487722732043581,84,0,50,-11,0.35,33,35,2,1
56,0,11.501989820144505,96,1,50,0,0.35,40,47,6,4
41,0,8.502097175925801,84,3,38,-13,0.35,44,46,2,1
37,-2,8.511870262899231,78,-7,34,-12,0.35,41,45,4,1
56,0,11.490393668586393,95,-3,42,0,0.35,40,54,14,4
37,0,8.488040946811463,106,-5,36,-10,0.35,68,69,2,1
56,0,8.50243569053081,86,0,56,24,0.35,30,29,0,1
37,0,8.498977494868388,79,0,0,-17,0.35,42,79,36,1
44,-2,8.492409549445703,79,0,44,0,0.35,36,35,0,1
50,0,8.50489557404148,78,-3,50,0,0.35,28,29,0,1
37,-2,8.514351824815417,94,0,36,3,0.35,57,58,2,1
44,5,8.51809909219118,78,0,44,0,0.35,34,34,0,1
56,0,11.512193681337967,77,0,44,-23,0.35,22,34,12,4
37,0,8.497311326475323,92,0,20,10,0.35,55,71,16,1
43,-3,8.526986124611682,85,0,42,-19,0.35,42,44,2,1
39,0,8.507449143592813,81,-4,38,0,0.35,42,42,0,1
37,0,8.489881713793524,76,0,16,-7,0.35,39,61,22,1
55,0,11.50029637919334,77,0,2,-6,0.35,22,75,52,4
56,0,11.503600682903306,77,0,-20,-1,0.35,21,97,76,4
56,0,8.489591786329601,82,0,54,-11,0.35,26,28,2,1
53,0,8.494259702730142,78,0,52,-26,0.35,25,26,2,1
44,-2,8.491953297205454,78,0,44,1,0.35,34,34,0,1
55,0,11.504232884321103,96,0,46,-11,0.35,41,50,8,4
45,1,8.506725350012129,102,0,44,-3,0.35,57,58,2,1
53,-2,8.506338741131016,87,-1,54,0,0.35,34,33,0,1
78,0,12.49877261898456,83,4,-42,0,0.35,4,126,122,5
41,0,8.495070734689705,77,0,38,-1,0.35,37,39,2,1
45,0,8.489768244200967,106,-2,44,0,0.35,61,62,2,1
56,0,11.509913115329317,97,0,42,6,0.35,41,55,14,4
104,1,12.487658426562623,106,1,72,6,0.35,1,33,32,5
39,2,8.491066796050836,83,1,38,0,0.35,44,44,0,1
56,-3,8.48913453708205,92,0,56,14,0.35,36,35,0,1
44,-3,8.502848807950715,83,0,44,4,0.35,39,39,0,1
37,0,8.4979305437117,96,0,36,-8,0.35,59,60,2,1
37,0,8.501888369673246,78,-1,10,-19,0.35,42,68,26,1
86,5,12.515143034362245,89,0,2,-14,0.35,3,86,84,5
37,0,8.49142202046807,77,4,-18,0,0.35,41,96,54,1
37,0,8.486035310188253,104,0,24,-15,0.35,66,80,14,1
47,0,8.514903950542767,85,-5,46,0,0.35,38,39,0,1
45,0,8.504508368954648,88,0,44,-6,0.35,42,44,2,1
102,0,12.502787316391736,102,0,70,0,0.35,1,33,32,5
39,1,8.495271293357078,102,0,38,0,0.35,63,63,0,1
37,0,8.519018051538714,75,0,18,-22,0.35,38,57,18,1
37,0,8.50262514604039,108,0,36,9,0.35,71,72,0,1
53,0,8.490327700821945,108,0,52,-7,0.35,55,56,2,1
45,0,8.482647556809932,80,0,46,16,0.35,35,34,0,1
41,0,8.510340914242398,81,2,42,0,0.35,39,39,0,1
37,0,8.500243336558624,98,7,34,0,0.35,61,64,2,1
43,0,8.507705816367604,78,-3,44,31,0.35,35,34,0,1
80,-1,12.496192929702815,84,0,-36,0,0.35,5,121,116,5
46,-3,8.491322413149552,86,-1,46,-1,0.35,40,40,0,1
56,0,8.501792288486033,86,0,56,1,0.35,30,30,0,1
54,4,8.497136675663224,82,0,54,0,0.35,28,28,0,1
55,0,11.507792236303242,96,3,42,0,0.35,41,55,14,4
37,0,8.490221143915138,77,1,36,25,0.35,40,41,0,1
56,0,8.495715809353925,83,0,54,-18,0.35,27,29,2,1
41,0,8.507404144712284,87,2,38,-6,0.35,46,48,2,1
43,0,8.484962285210552,86,6,44,23,0.35,43,42,0,1
56,-1,11.491634770477877,96,-2,52,-2,0.35,40,44,4,4
55,0,8.478313140187906,86,0,54,-10,0.35,31,32,2,1
37,-10,8.504995136557255,106,-1,36,0,0.35,69,69,0,1
56,4,8.517801785109091,81,0,54,-2,0.35,25,27,2,1
56,0,8.485422267818686,81,0,56,12,0.35,25,24,0,1
37,-1,8.505275648657992,76,0,38,13,0.35,39,37,0,1
55,0,11.487688776929362,77,0,8,-28,0.35,22,70,48,4
45,0,8.49887209476496,76,0,46,23,0.35,31,30,0,1
51,4,8.503139206797972,79,0,52,14,0.35,27,27,0,1
37,0,8.502261953693495,96,0,36,-15,0.35,59,60,2,1
41,0,8.517303916055283,89,7,38,0,0.35,48,50,2,1
41,3,8.47115882471351,87,0,38,0,0.35,46,48,2,1
38,0,8.5046045422099,92,0,24,11,0.35,54,69,14,1
37,0,8.515835986067529,78,0,0,-5,0.35,42,78,36,1
41,0,8.496430851451764,81,-2,42,-3,0.35,40,40,0,1
37,0,8.48511902306121,80,0,6,-8,0.35,43,75,32,1
55,0,11.468764962002117,95,1,38,15,0.35,40,57,16,4
45,0,8.501172766744801,87,0,44,-15,0.35,42,43,2,1
56,0,11.498457844357393,92,0,-2,-3,0.35,36,95,58,4
38,5,8.498281528183737,79,0,38,0,0.35,41,40,0,1
37,0,8.506481492928284,76,-2,20,-6,0.35,40,55,16,1
37,0,8.50535766937046,77,0,34,2,0.35,40,44,4,1
37,0,8.502979412275865,78,0,20,-15,0.35,41,57,16,1
41,-2,8.487534578097572,86,0,38,-8,0.35,45,47,2,1
44,2,8.493340884187225,76,0,42,-21,0.35,32,34,2,1
42,0,8.484969946883703,81,0,42,1,0.35,39,40,0,1
45,-3,8.503725856226676,86,0,46,18,0.35,41,40,0,1
39,0,8.508782705300614,76,-2,38,0,0.35,36,37,0,1
46,2,8.50381659137779,79,0,46,0,0.35,33,33,0,1
46,0,8.48655338778148,86,0,44,-26,0.35,41,42,2,1
37,-1,8.514622694240094,78,0,8,-30,0.35,42,70,28,1
106,5,12.497151561309604,107,-1,70,-1,0.35,1,37,36,5
37,0,8.477496710063075,106,-1,36,-10,0.35,68,69,2,1
106,0,12.489888614144153,108,-3,70,-4,0.35,1,38,36,5
46,3,8.501233496036,87,0,46,1,0.35,41,41,0,1
55,0,11.485789761327888,81,0,-4,4,0.35,25,86,60,4
40,-3,8.504214237161355,77,0,38,0,0.35,38,39,2,1
55,-1,11.50871433481445,98,0,42,0,0.35,42,57,14,4
51,1,8.502467419793055,83,0,50,0,0.35,32,34,2,1
45,-3,8.504761014021648,82,0,46,21,0.35,37,35,0,1
56,4,11.502901232909648,95,0,52,0,0.35,40,44,4,4
56,4,8.504278384461523,95,0,56,5,0.35,39,39,0,1
36,-5,8.51302896673675,81,0,36,0,0.35,45,45,0,1
41,-4,8.50339382556593,76,0,42,4,0.35,35,35,0,1
45,2,8.510109405423831,76,2,44,0,0.35,31,32,2,1
56,0,11.487998630371706,95,0,38,-6,0.35,40,57,18,4
37,0,8.495499819745747,76,0,36,0,0.35,39,40,2,1
37,-2,8.496841048771662,106,-6,16,-883,0.35,69,90,22,1
37,0,8.504433933024012,78,0,16,-15,0.35,41,63,22,1
55,0,11.487349346226493,81,0,-10,0,0.35,26,92,66,4
55,0,8.475048790794018,89,0,56,31,0.35,34,32,0,1
56,0,11.50027334724132,82,7,-14,0,0.35,26,97,72,4
56,1,8.498107717742647,82,0,56,12,0.35,26,25,0,1
37,0,8.477035016449001,77,0,-2,1,0.35,41,80,40,1
44,2,8.498116043780682,85,0,42,-17,0.35,41,44,2,1
56,0,11.507654415371256,77,0,-6,-11,0.35,21,85,64,4
55,5,8.478927785909653,83,0,54,0,0.35,28,29,2,1
55,0,11.492072903034014,78,-7,12,0,0.35,23,65,42,4
51,-3,8.501215404467752,85,0,50,-11,0.35,34,36,2,1
43,1,8.501857115592133,82,5,42,0,0.35,39,41,2,1
41,0,8.506410998411905,106,0,38,-19,0.35,64,67,2,1
43,0,8.501406206592096,79,3,42,-10,0.35,35,37,2,1
45,0,8.502751621831331,84,0,44,-4,0.35,39,41,2,1
42,0,8.509328654653821,76,-1,42,-2,0.35,35,35,0,1
41,4,8.494150927162675,78,0,38,-18,0.35,37,39,2,1
37,1,8.502146646220737,77,0,2,24,0.35,40,74,34,1
55,0,11.518032783231536,79,0,20,-18,0.35,23,58,34,4
81,0,12.50325486890813,86,1,-24,-13,0.35,4,112,108,5
50,-1,8.501362210507818,86,6,50,0,0.35,36,37,0,1
37,0,8.50860516216878,76,0,36,13,0.35,39,40,2,1
37,0,8.504848520848304,96,4,10,0,0.35,59,86,28,1
37,0,8.495408642652613,76,0,34,7,0.35,40,43,2,1
37,0,8.50132387329961,77,0,-24,-28,0.35,41,103,62,1
45,0,8.494198520302914,76,0,44,-5,0.35,31,32,2,1
46,-1,8.494430282682758,85,-5,46,-7,0.35,39,39,0,1
37,0,8.481614200653286,81,3,38,17,0.35,44,43,0,1
45,0,8.494094794266859,84,2,44,0,0.35,40,41,0,1
37,0,8.51586924081431,104,0,24,-2,0.35,66,80,14,1
37,0,8.500542075703757,79,0,26,2,0.35,42,53,12,1
37,0,8.50157298325928,81,7,24,0,0.35,44,57,14,1
41,0,8.507738259786876,81,-4,42,9,0.35,40,39,0,1
37,0,8.506779692320404,80,0,34,-22,0.35,43,46,2,1
43,0,8.510763205958487,106,0,42,-7,0.35,62,64,2,1
41,0,8.505023612678805,81,1,42,0,0.35,40,40,0,1
40,-2,8.500010612668202,83,0,38,0,0.35,42,44,2,1
37,0,8.483934471241906,79,-3,24,0,0.35,42,55,14,1
45,0,8.500778932217667,88,-57,44,-511,0.35,42,44,2,1
43,4,8.504769871742763,108,0,42,0,0.35,65,67,2,1
43,0,8.524345204057967,77,3,42,0,0.35,34,36,2,1
49,0,8.47933369231736,86,0,50,224,0.35,37,37,0,1
56,1,8.508268765989627,86,0,54,-8,0.35,31,32,2,1
80,0,12.490547707332118,84,0,-40,21,0.35,4,125,122,5
37,0,8.495405279424006,102,0,36,4,0.35,65,66,2,1
51,0,8.496898272759465,81,-2,52,1,0.35,30,30,0,1
43,0,8.488225483327074,77,-1,42,-2,0.35,34,36,2,1
43,-1,8.493587296199674,77,0,44,10,0.35,34,33,0,1
44,0,8.493323186148158,86,0,44,23,0.35,43,42,0,1
81,0,12.514047388670445,84,4,-14,0,0.35,4,100,96,5
42,36,9.499163581469142,77,0,-22,0,0.35,36,101,64,2
51,1,8.506596941085885,88,0,50,-7,0.35,36,39,2,1
37,0,8.497139580965797,95,0,8,-24,0.35,58,87,30,1
84,0,12.507035150420162,88,0,0,8,0.35,3,88,84,5
56,-2,8.503446752958448,87,1,56,0,0.35,31,30,0,1
53,0,8.495506695560751,81,1,52,-9,0.35,28,29,2,1
55,0,11.50204859823105,82,2,-10,11,0.35,26,92,66,4
37,0,8.474684009592023,79,0,36,8,0.35,43,43,0,1
41,-5,8.491609851525087,86,0,38,-26,0.35,45,47,2,1
55,-1,11.498671118869126,79,-6,20,-10,0.35,23,58,34,4
37,0,8.515907234329957,76,0,26,-24,0.35,39,50,10,1
51,0,8.508808193489116,87,0,50,-20,0.35,36,38,2,1
53,0,8.507955213418116,80,0,52,-6,0.35,27,28,2,1
55,0,11.510105250610657,96,0,38,-1,0.35,41,57,16,4
55,0,11.503664993716143,77,2,-30,-10,0.35,22,108,86,4
37,0,8.488205247133694,104,8,18,0,0.35,67,86,20,1
37,3,8.507500815968797,94,0,8,-11,0.35,57,86,30,1
41,0,8.493823827855525,82,-6,38,-5,0.35,41,43,2,1
55,0,11.504281008560376,78,0,8,-15,0.35,23,70,48,4
37,0,8.493027013884497,76,0,36,5,0.35,40,40,0,1
37,0,8.484791811648988,76,0,30,-13,0.35,40,45,6,1
56,-1,11.503319557323373,96,0,50,0,0.35,40,47,6,4
37,0,8.4938561610719,106,3,34,2,0.35,69,73,4,1
45,4,8.505346709821545,76,0,44,0,0.35,31,32,2,1
56,0,11.491405127963466,79,-7,6,-6,0.35,24,74,50,4
58,2,8.504482224834842,86,0,56,0,0.35,28,29,2,1
46,0,8.482538249869574,76,-4,44,-30,0.35,30,32,2,1
56,5,11.494769459591213,97,0,46,0,0.35,41,51,10,4
45,3,8.503920260157624,83,0,44,0,0.35,38,39,2,1
49,1,8.50228299891828,83,0,46,-11,0.35,34,37,2,1
45,0,8.502129535170674,88,0,46,31,0.35,42,41,0,1
45,1,8.499148542036158,84,0,44,0,0.35,39,40,2,1
42,-1,8.51083253520795,86,0,42,0,0.35,44,45,0,1
52,0,8.501939939440852,79,0,52,0,0.35,28,28,0,1
37,5,8.488520055614682,83,0,36,0,0.35,45,46,2,1
49,-1,8.505271721743267,83,0,50,0,0.35,33,33,0,1
43,0,8.505774193995785,79,-5,42,0,0.35,36,37,2,1
37,0,8.501348163503687,81,0,26,27,0.35,44,55,10,1
37,0,8.503051863183824,77,0,16,-6,0.35,40,61,22,1
38,0,8.495791903559853,96,0,38,9,0.35,58,57,0,1
56,0,11.494209866359997,77,0,-18,28,0.35,21,95,74,4
53,3,8.503755596830574,80,0,54,18,0.35,27,26,0,1
49,1,8.495544771423347,86,0,50,27,0.35,38,37,0,1
40,0,8.492224948353977,79,1,38,0,0.35,39,40,2,1
39,1,8.479667176462273,76,-1,38,0,0.35,37,37,0,1
49,-6,8.498282656517668,83,0,50,0,0.35,34,34,0,1
49,0,8.496318834214113,85,0,46,-20,0.35,36,39,2,1
37,0,8.5060922559977,104,0,34,1,0.35,67,71,4,1
37,-2,8.499566466311148,97,0,34,-1,0.35,61,64,2,1
41,0,8.490801142199158,81,8,38,-27,0.35,39,42,2,1
85,0,12.514405030361685,88,-6,0,0,0.35,3,88,84,5
44,1,8.497502220374395,86,0,44,16,0.35,42,42,0,1
51,0,8.51477548033315,86,0,52,10,0.35,35,34,0,1
38,1,8.5026727674663,80,0,38,3,0.35,42,41,0,1
55,0,8.528276630837793,80,0,56,30,0.35,25,23,0,1
37,0,8.50703836795591,79,0,18,26,0.35,42,61,18,1
37,-1,8.48925118155648,97,-3,20,-7,0.35,60,77,16,1
45,0,8.499516212354104,88,1,44,1,0.35,43,44,2,1
42,4,8.48845537780248,83,0,42,0,0.35,40,41,2,1
37,0,8.496054600326374,77,0,26,-17,0.35,40,51,10,1
51,0,8.50033925859976,88,0,52,23,0.35,37,37,0,1
56,0,11.494434740262461,97,0,52,-19,0.35,41,45,4,4
43,0,8.49405675858235,81,0,42,-22,0.35,38,40,2,1
46,0,8.478960226552754,76,1,46,2,0.35,30,30,0,1
38,1,8.503945072085726,76,0,36,-14,0.35,38,40,2,1
46,4,8.496923164704592,79,0,44,-11,0.35,33,35,2,1
41,0,8.50651518125263,87,-4,38,-5,0.35,46,48,2,1
55,0,11.487865969953603,77,-1,-22,0,0.35,21,100,78,4
55,0,11.509492500269658,77,0,-10,10,0.35,21,87,66,4
56,1,8.486758766954171,80,0,56,9,0.35,24,23,0,1
41,-1,8.502734110272769,84,0,42,17,0.35,43,43,0,1
42,0,8.484551763859269,81,0,42,0,0.35,38,39,2,1
45,0,8.497689753595125,90,0,44,-3,0.35,45,46,2,1
41,-3,8.483122634040285,82,0,38,-25,0.35,41,43,2,1
42,4,8.503291542593763,78,0,42,0,0.35,36,37,0,1
41,-2,8.502850978758667,75,0,42,13,0.35,34,34,0,1
46,1,8.510617874154246,77,0,46,12,0.35,32,31,0,1
46,0,8.477928983499163,86,0,46,10,0.35,40,39,0,1
75,0,12.508257969800642,79,0,-42,0,0.35,4,123,120,5
56,4,11.507063533039245,95,0,44,-7,0.35,39,51,12,4
79,0,12.501179410086005,83,0,-30,4,0.35,4,114,110,5
44,0,8.50333790797026,88,0,44,6,0.35,44,44,0,1
55,-5,8.501082652256725,83,0,54,-8,0.35,27,28,2,1
55,0,11.510831728422982,82,6,-12,4,0.35,26,95,68,4
53,-4,8.51040676795342,81,1,54,6,0.35,28,27,0,1
